"schedule_id","travel_date","season","is_holiday","day_of_week","is_weekend","origin","destination","distance_km","travel_time_hrs","base_fare_inr","bus_type","total_seats","cost_per_km","fixed_cost_inr","departure_hour","passengers_booked","occupancy_rate","seats_available","fare_multiplier","actual_fare_inr","total_revenue_inr","variable_cost_inr","total_cost_inr","profit_inr","profit_margin_pct","revenue_per_km","cost_per_seat_km","load_factor","delay_occurred","delay_minutes","on_time"
"SCH0188",2025-01-29,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,18,28,0.7,12,1.127,1185,33180,15120,18120,15060,45.39,52.67,0.719,0.7,FALSE,0,TRUE
"SCH0189",2024-09-26,"Normal",FALSE,"Thursday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Semi-Sleeper",40,24,3000,21,29,0.725,11,1.053,565,16385,7848,10848,5537,33.79,50.11,0.8294,0.725,FALSE,0,TRUE
"SCH0190",2024-10-03,"Festive",FALSE,"Thursday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,20,32,0.889,4,1.239,365,11680,4620,8120,3560,30.48,70.79,1.367,0.889,FALSE,0,TRUE
"SCH0191",2025-02-04,"Winter",FALSE,"Tuesday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Semi-Sleeper",40,24,3000,22,31,0.775,9,1.196,815,25265,8304,11304,13961,55.26,73.02,0.8168,0.775,FALSE,0,TRUE
"SCH0192",2024-12-24,"Winter",FALSE,"Tuesday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Seater",44,20,2500,7,30,0.682,14,1.015,300,9000,3300,5800,3200,35.56,54.55,0.7989,0.682,FALSE,0,TRUE
"SCH0193",2024-09-10,"Normal",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Semi-Sleeper",40,24,3000,18,30,0.75,10,1.182,645,19350,8328,11328,8022,41.46,55.76,0.8161,0.75,FALSE,0,TRUE
"SCH0194",2024-10-23,"Festive",FALSE,"Wednesday",FALSE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Sleeper",36,28,3500,21,32,0.889,4,1.292,270,8640,3696,7196,1444,16.71,65.45,1.5143,0.889,FALSE,0,TRUE
"SCH0195",2024-10-24,"Festive",TRUE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Seater",44,20,2500,5,44,1,0,1.406,745,32780,6720,9220,23560,71.87,97.56,0.6236,1,FALSE,0,TRUE
"SCH0196",2024-12-16,"Winter",FALSE,"Monday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Semi-Sleeper",40,24,3000,18,29,0.725,11,1.11,595,17255,7848,10848,6407,37.13,52.77,0.8294,0.725,FALSE,0,TRUE
"SCH0197",2024-09-11,"Normal",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,17,25,0.625,15,1.094,810,20250,11112,14112,6138,30.31,43.74,0.762,0.625,FALSE,0,TRUE
"SCH0198",2024-09-25,"Normal",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,10,25,0.694,11,1.023,755,18875,12964,16464,2411,12.77,40.77,0.9878,0.694,FALSE,0,TRUE
"SCH0199",2024-10-22,"Festive",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Sleeper",36,28,3500,17,28,0.778,8,1.24,1025,28700,13916,17416,11284,39.32,57.75,0.9734,0.778,FALSE,0,TRUE
"SCH0200",2024-09-26,"Normal",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Sleeper",36,28,3500,5,25,0.694,11,1.065,1085,27125,17668,21168,5957,21.96,42.99,0.9319,0.694,TRUE,46,FALSE
"SCH0201",2025-01-13,"Winter",FALSE,"Monday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Seater",44,20,2500,19,33,0.75,11,1.218,510,16830,4820,7320,9510,56.51,69.83,0.6903,0.75,FALSE,0,TRUE
"SCH0202",2025-01-31,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,5,21,0.525,19,1.125,1150,24150,15144,18144,6006,24.87,38.27,0.7189,0.525,FALSE,0,TRUE
"SCH0203",2024-11-29,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Sleeper",36,28,3500,14,33,0.917,3,1.397,1155,38115,13916,17416,20699,54.31,76.69,0.9734,0.917,FALSE,0,TRUE
"SCH0204",2025-02-07,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Semi-Sleeper",40,24,3000,21,23,0.575,17,1.095,595,13685,8328,11328,2357,17.22,39.44,0.8161,0.575,FALSE,0,TRUE
"SCH0205",2025-01-30,"Winter",FALSE,"Thursday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,18,28,0.778,8,1.152,370,10360,5460,8960,1400,13.51,53.13,1.2764,0.778,FALSE,0,TRUE
"SCH0206",2024-10-27,"Festive",FALSE,"Sunday",TRUE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Sleeper",36,28,3500,22,33,0.917,3,1.383,200,6600,2352,5852,748,11.33,78.57,1.9352,0.917,FALSE,0,TRUE
"SCH0207",2024-12-14,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,18,30,0.75,10,1.164,1220,36600,15120,18120,18480,50.49,58.1,0.719,0.75,TRUE,87,FALSE
"SCH0208",2024-12-10,"Winter",FALSE,"Tuesday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Sleeper",36,28,3500,21,26,0.722,10,1.016,425,11050,6748,10248,802,7.26,45.85,1.1812,0.722,FALSE,0,TRUE
"SCH0209",2024-09-23,"Normal",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,7,30,0.75,10,1.217,1240,37200,15144,18144,19056,51.23,58.95,0.7189,0.75,TRUE,58,FALSE
"SCH0210",2024-09-14,"Normal",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Sleeper",36,28,3500,19,25,0.694,11,1.024,560,14000,9716,13216,784,5.6,40.35,1.058,0.694,FALSE,0,TRUE
"SCH0211",2024-12-19,"Winter",FALSE,"Thursday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,20,27,0.75,9,1.178,350,9450,4620,8120,1330,14.07,57.27,1.367,0.75,FALSE,0,TRUE
"SCH0212",2025-01-12,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,7,30,0.833,6,1.171,620,18600,9408,12908,5692,30.6,55.36,1.0671,0.833,FALSE,0,TRUE
"SCH0213",2024-11-30,"Festive",FALSE,"Saturday",TRUE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,19,32,0.889,4,1.182,380,12160,5460,8960,3200,26.32,62.36,1.2764,0.889,FALSE,0,TRUE
"SCH0214",2025-01-07,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Semi-Sleeper",40,24,3000,7,24,0.6,16,1.04,1090,26160,15120,18120,8040,30.73,41.52,0.719,0.6,FALSE,0,TRUE
"SCH0215",2024-12-15,"Winter",FALSE,"Sunday",TRUE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Semi-Sleeper",40,24,3000,5,26,0.65,14,1.045,230,5980,3240,6240,-260,-4.35,44.3,1.1556,0.65,FALSE,0,TRUE
"SCH0216",2024-12-22,"Winter",FALSE,"Sunday",TRUE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Sleeper",36,28,3500,10,30,0.833,6,1.261,355,10650,4900,8400,2250,21.13,60.86,1.3333,0.833,FALSE,0,TRUE
"SCH0217",2024-11-20,"Festive",FALSE,"Wednesday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Seater",44,20,2500,19,39,0.886,5,1.235,395,15405,3900,6400,9005,58.46,79,0.7459,0.886,TRUE,28,FALSE
"SCH0218",2024-09-29,"Normal",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,22,34,0.85,6,1.278,1305,44370,15144,18144,26226,59.11,70.32,0.7189,0.85,FALSE,0,TRUE
"SCH0219",2024-09-26,"Normal",FALSE,"Thursday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Semi-Sleeper",40,24,3000,10,28,0.7,12,1.011,655,18340,9480,12480,5860,31.95,46.43,0.7899,0.7,FALSE,0,TRUE
"SCH0220",2024-09-27,"Normal",FALSE,"Friday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Semi-Sleeper",40,24,3000,19,28,0.7,12,1.146,165,4620,2016,5016,-396,-8.57,55,1.4929,0.7,FALSE,0,TRUE
"SCH0221",2024-09-07,"Normal",FALSE,"Saturday",TRUE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Sleeper",36,28,3500,7,30,0.833,6,1.198,175,5250,2352,5852,-602,-11.47,62.5,1.9352,0.833,FALSE,0,TRUE
"SCH0222",2025-02-01,"Winter",FALSE,"Saturday",TRUE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,14,28,0.778,8,1.154,370,10360,5460,8960,1400,13.51,53.13,1.2764,0.778,TRUE,16,FALSE
"SCH0223",2024-10-11,"Festive",FALSE,"Friday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Sleeper",36,28,3500,20,33,0.917,3,1.461,995,32835,9688,13188,19647,59.84,94.9,1.0588,0.917,FALSE,0,TRUE
"SCH0224",2025-01-12,"Winter",FALSE,"Sunday",TRUE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Seater",44,20,2500,14,38,0.864,6,1.256,670,25460,6540,9040,16420,64.49,77.86,0.6283,0.864,FALSE,0,TRUE
"SCH0225",2025-02-06,"Winter",FALSE,"Thursday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,10,29,0.806,7,1.187,635,18415,9156,12656,5759,31.27,56.31,1.0751,0.806,FALSE,0,TRUE
"SCH0226",2024-12-02,"Winter",FALSE,"Monday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Semi-Sleeper",40,24,3000,18,31,0.775,9,1.247,635,19685,7560,10560,9125,46.36,62.49,0.8381,0.775,FALSE,0,TRUE
"SCH0227",2025-01-23,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Semi-Sleeper",40,24,3000,10,30,0.75,10,1.175,625,18750,8064,11064,7686,40.99,55.8,0.8232,0.75,FALSE,0,TRUE
"SCH0228",2025-02-12,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Seater",44,20,2500,6,29,0.659,15,1.056,560,16240,6720,9220,7020,43.23,48.33,0.6236,0.659,FALSE,0,TRUE
"SCH0229",2024-10-27,"Festive",FALSE,"Sunday",TRUE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Seater",44,20,2500,8,44,1,0,1.333,280,12320,2640,5140,7180,58.28,93.33,0.885,1,FALSE,0,TRUE
"SCH0230",2025-01-26,"Winter",TRUE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Seater",44,20,2500,14,41,0.932,3,1.319,990,40590,9600,12100,28490,70.19,84.56,0.5729,0.932,FALSE,0,TRUE
"SCH0231",2025-02-10,"Winter",FALSE,"Monday",FALSE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Seater",44,20,2500,10,34,0.773,10,1.266,355,12070,3500,6000,6070,50.29,68.97,0.7792,0.773,TRUE,31,FALSE
"SCH0232",2025-02-08,"Winter",FALSE,"Saturday",TRUE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,17,30,0.833,6,1.282,685,20550,9156,12656,7894,38.41,62.84,1.0751,0.833,FALSE,0,TRUE
"SCH0233",2024-11-05,"Festive",FALSE,"Tuesday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,21,31,0.861,5,1.238,660,20460,9156,12656,7804,38.14,62.57,1.0751,0.861,FALSE,0,TRUE
"SCH0234",2024-09-04,"Normal",FALSE,"Wednesday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Semi-Sleeper",40,24,3000,18,26,0.65,14,1.083,240,6240,3240,6240,0,0,46.22,1.1556,0.65,FALSE,0,TRUE
"SCH0235",2024-11-13,"Festive",FALSE,"Wednesday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Sleeper",36,28,3500,7,33,0.917,3,1.301,285,9405,3780,7280,2125,22.59,69.67,1.4979,0.917,FALSE,0,TRUE
"SCH0236",2025-01-11,"Winter",FALSE,"Saturday",TRUE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Semi-Sleeper",40,24,3000,10,32,0.8,8,1.157,245,7840,3168,6168,1672,21.33,59.39,1.1682,0.8,FALSE,0,TRUE
"SCH0237",2024-12-26,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Sleeper",36,28,3500,14,24,0.667,12,1.126,1290,30960,19040,22540,8420,27.2,45.53,0.9208,0.667,FALSE,0,TRUE
"SCH0238",2024-09-25,"Normal",FALSE,"Wednesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Seater",44,20,2500,19,28,0.636,16,1.03,525,14700,6300,8800,5900,40.14,46.67,0.6349,0.636,FALSE,0,TRUE
"SCH0239",2025-01-14,"Winter",TRUE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Seater",44,20,2500,18,32,0.727,12,1.083,575,18400,6720,9220,9180,49.89,54.76,0.6236,0.727,TRUE,47,FALSE
"SCH0240",2024-10-25,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Sleeper",36,28,3500,17,29,0.806,7,1.232,660,19140,9436,12936,6204,32.41,56.8,1.0663,0.806,FALSE,0,TRUE
"SCH0241",2024-11-24,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Semi-Sleeper",40,24,3000,19,38,0.95,2,1.365,1125,42750,11928,14928,27822,65.08,86.02,0.7509,0.95,FALSE,0,TRUE
"SCH0242",2024-10-15,"Festive",FALSE,"Tuesday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,10,27,0.75,9,1.276,685,18495,9156,12656,5839,31.57,56.56,1.0751,0.75,FALSE,0,TRUE
"SCH0243",2025-01-24,"Winter",FALSE,"Friday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Seater",44,20,2500,17,26,0.591,18,1.132,250,6500,2700,5200,1300,20,48.15,0.8754,0.591,TRUE,89,FALSE
"SCH0244",2025-02-17,"Winter",FALSE,"Monday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Sleeper",36,28,3500,20,29,0.806,7,1.158,485,14065,6748,10248,3817,27.14,58.36,1.1812,0.806,FALSE,0,TRUE
"SCH0245",2025-02-06,"Winter",FALSE,"Thursday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Semi-Sleeper",40,24,3000,21,27,0.675,13,1.11,325,8775,3960,6960,1815,20.68,53.18,1.0545,0.675,FALSE,0,TRUE
"SCH0246",2025-01-12,"Winter",FALSE,"Sunday",TRUE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Semi-Sleeper",40,24,3000,10,27,0.675,13,1,280,7560,4200,7200,360,4.76,43.2,1.0286,0.675,FALSE,0,TRUE
"SCH0247",2024-12-14,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Semi-Sleeper",40,24,3000,18,32,0.8,8,1.21,660,21120,8328,11328,9792,46.36,60.86,0.8161,0.8,FALSE,0,TRUE
"SCH0248",2025-02-23,"Winter",FALSE,"Sunday",TRUE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Seater",44,20,2500,19,39,0.886,5,1.226,655,25545,6540,9040,16505,64.61,78.12,0.6283,0.886,FALSE,0,TRUE
"SCH0249",2025-01-23,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Semi-Sleeper",40,24,3000,22,31,0.775,9,1.201,635,19685,8064,11064,8621,43.79,58.59,0.8232,0.775,TRUE,67,FALSE
"SCH0250",2025-02-20,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Seater",44,20,2500,19,33,0.75,11,1.244,935,30855,9600,12100,18755,60.78,64.28,0.5729,0.75,FALSE,0,TRUE
"SCH0251",2024-10-23,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,19,35,0.972,1,1.416,1050,36750,12964,16464,20286,55.2,79.37,0.9878,0.972,FALSE,0,TRUE
"SCH0252",2024-12-13,"Winter",FALSE,"Friday",FALSE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Sleeper",36,28,3500,17,24,0.667,12,1.049,295,7080,4900,8400,-1320,-18.64,40.46,1.3333,0.667,FALSE,0,TRUE
"SCH0253",2024-10-23,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Seater",44,20,2500,17,41,0.932,3,1.307,1335,54735,12620,15120,39615,72.38,86.74,0.5446,0.932,FALSE,0,TRUE
"SCH0254",2024-11-02,"Festive",FALSE,"Saturday",TRUE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Semi-Sleeper",40,24,3000,20,37,0.925,3,1.402,590,21830,5784,8784,13046,59.76,90.58,0.9112,0.925,FALSE,0,TRUE
"SCH0255",2024-12-02,"Winter",FALSE,"Monday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Seater",44,20,2500,20,32,0.727,12,1.099,745,23840,6920,9420,14420,60.49,68.9,0.6188,0.727,TRUE,48,FALSE
"SCH0256",2025-01-23,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Semi-Sleeper",40,24,3000,17,35,0.875,5,1.21,1000,35000,11928,14928,20072,57.35,70.42,0.7509,0.875,FALSE,0,TRUE
"SCH0257",2024-09-02,"Normal",FALSE,"Monday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,7,26,0.722,10,1.118,330,8580,4620,8120,460,5.36,52,1.367,0.722,FALSE,0,TRUE
"SCH0258",2025-02-24,"Winter",FALSE,"Monday",FALSE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Semi-Sleeper",40,24,3000,19,31,0.775,9,1.187,140,4340,1848,4848,-508,-11.71,56.36,1.574,0.775,FALSE,0,TRUE
"SCH0259",2025-01-08,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Semi-Sleeper",40,24,3000,5,26,0.65,14,1.142,610,15860,8088,11088,4772,30.09,47.06,0.8226,0.65,FALSE,0,TRUE
"SCH0260",2025-01-19,"Winter",FALSE,"Sunday",TRUE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Sleeper",36,28,3500,19,27,0.75,9,1.215,255,6885,3696,7196,-311,-4.52,52.16,1.5143,0.75,FALSE,0,TRUE
"SCH0261",2024-09-24,"Normal",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Semi-Sleeper",40,24,3000,18,32,0.8,8,1.241,1420,45440,16320,19320,26120,57.48,66.82,0.7103,0.8,FALSE,0,TRUE
"SCH0262",2025-02-24,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,20,23,0.639,13,1.036,765,17595,12964,16464,1131,6.43,38,0.9878,0.639,FALSE,0,TRUE
"SCH0263",2025-01-08,"Winter",FALSE,"Wednesday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,8,26,0.722,10,1.023,665,17290,11060,14560,2730,15.79,43.77,1.0239,0.722,FALSE,0,TRUE
"SCH0264",2025-02-12,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Semi-Sleeper",40,24,3000,18,31,0.775,9,1.192,630,19530,8064,11064,8466,43.35,58.12,0.8232,0.775,FALSE,0,TRUE
"SCH0265",2024-11-15,"Festive",TRUE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Seater",44,20,2500,7,44,1,0,1.471,1545,67980,12600,15100,52880,77.79,107.9,0.5447,1,FALSE,0,TRUE
"SCH0266",2024-12-30,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Sleeper",36,28,3500,8,29,0.806,7,1.233,1295,37555,17640,21140,16415,43.71,59.61,0.9321,0.806,FALSE,0,TRUE
"SCH0267",2024-09-13,"Normal",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Semi-Sleeper",40,24,3000,22,26,0.65,14,1.15,950,24700,11928,14928,9772,39.56,49.7,0.7509,0.65,FALSE,0,TRUE
"SCH0268",2025-02-17,"Winter",FALSE,"Monday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Seater",44,20,2500,10,29,0.659,15,1.083,580,16820,6540,9040,7780,46.25,51.44,0.6283,0.659,FALSE,0,TRUE
"SCH0269",2024-12-15,"Winter",FALSE,"Sunday",TRUE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Seater",44,20,2500,20,34,0.773,10,1.244,665,22610,6540,9040,13570,60.02,69.14,0.6283,0.773,TRUE,52,FALSE
"SCH0270",2025-02-13,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,22,24,0.667,12,1.1,815,19560,12964,16464,3096,15.83,42.25,0.9878,0.667,FALSE,0,TRUE
"SCH0271",2024-12-21,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,6,34,0.85,6,1.193,1215,41310,15144,18144,23166,56.08,65.47,0.7189,0.85,FALSE,0,TRUE
"SCH0272",2024-11-03,"Festive",FALSE,"Sunday",TRUE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Seater",44,20,2500,20,44,1,0,1.337,195,8580,1680,4180,4400,51.28,102.14,1.131,1,FALSE,0,TRUE
"SCH0273",2024-11-19,"Festive",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Seater",44,20,2500,19,44,1,0,1.483,1110,48840,9600,12100,36740,75.23,101.75,0.5729,1,FALSE,0,TRUE
"SCH0274",2024-10-06,"Festive",FALSE,"Sunday",TRUE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Seater",44,20,2500,5,43,0.977,1,1.313,855,36765,7900,10400,26365,71.71,93.08,0.5984,0.977,TRUE,30,FALSE
"SCH0275",2024-10-05,"Festive",FALSE,"Saturday",TRUE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Semi-Sleeper",40,24,3000,20,36,0.9,4,1.476,470,16920,4680,7680,9240,54.61,86.77,0.9846,0.9,FALSE,0,TRUE
"SCH0276",2024-11-26,"Festive",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Seater",44,20,2500,10,42,0.955,2,1.312,1380,57960,12600,15100,42860,73.95,92,0.5447,0.955,FALSE,0,TRUE
"SCH0277",2024-11-06,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Sleeper",36,28,3500,19,34,0.944,2,1.49,1520,51680,17668,21168,30512,59.04,81.9,0.9319,0.944,FALSE,0,TRUE
"SCH0278",2024-10-18,"Festive",FALSE,"Friday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Semi-Sleeper",40,24,3000,5,35,0.875,5,1.163,790,27650,8304,11304,16346,59.12,79.91,0.8168,0.875,FALSE,0,TRUE
"SCH0279",2024-12-20,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,6,24,0.6,16,1.062,795,19080,11520,14520,4560,23.9,39.75,0.7562,0.6,FALSE,0,TRUE
"SCH0280",2024-09-23,"Normal",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,8,28,0.7,12,1.103,815,22820,11112,14112,8708,38.16,49.29,0.762,0.7,FALSE,0,TRUE
"SCH0281",2025-01-15,"Winter",TRUE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Seater",44,20,2500,21,40,0.909,4,1.356,1120,44800,9940,12440,32360,72.23,90.14,0.5689,0.909,TRUE,12,FALSE
"SCH0282",2024-10-31,"Festive",FALSE,"Thursday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,14,31,0.861,5,1.156,340,10540,4620,8120,2420,22.96,63.88,1.367,0.861,FALSE,0,TRUE
