"booking_id","schedule_id","origin","destination","travel_date","season","is_holiday","bus_type","distance_km","days_in_advance","booking_channel","seat_class","passenger_type","fare_paid_inr","cancellation","refund_inr","net_revenue_inr"
"BK02464","SCH0478","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-31,"Festive",FALSE,"Volvo AC Sleeper",337,13,"Online","Sleeper","Adult",490,FALSE,0,490
"BK02465","SCH0399","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-19,"Winter",FALSE,"Volvo AC Sleeper",346,28,"Phone","Sleeper","Adult",595,FALSE,0,595
"BK02466","SCH0469","NAGERCOIL","TIRUNELVELI",2025-01-08,"Winter",FALSE,"Volvo AC Semi-Sleeper",84,5,"Online","Sleeper","Adult",155,FALSE,0,155
"BK02467","SCH0143","COIMBATORE","SALEM",2024-09-30,"Normal",FALSE,"Volvo AC Sleeper",165,30,"Phone","Seater","Adult",265,FALSE,0,265
"BK02468","SCH0402","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-06,"Festive",FALSE,"Volvo AC Seater",346,0,"Online","Sleeper","Student",865,FALSE,0,865
"BK02469","SCH0127","TIRUNELVELI","TRICHY",2024-10-02,"Festive",TRUE,"Volvo AC Sleeper",315,1,"Online","Seater","Adult",690,FALSE,0,690
"BK02470","SCH0370","NAGERCOIL","TRICHY",2024-10-15,"Festive",FALSE,"Volvo AC Semi-Sleeper",395,4,"Online","Sleeper","Adult",700,TRUE,525,175
"BK02471","SCH0054","NAGERCOIL","TIRUNELVELI",2024-10-11,"Festive",FALSE,"Volvo AC Semi-Sleeper",84,27,"Online","Sleeper","Student",110,FALSE,0,110
"BK02472","SCH0034","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-02-16,"Winter",FALSE,"Volvo AC Sleeper",346,18,"Online","Sleeper","Adult",555,FALSE,0,555
"BK02473","SCH0423","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-24,"Festive",TRUE,"Volvo AC Semi-Sleeper",337,0,"Online","Sleeper","Adult",710,FALSE,0,710
"BK02474","SCH0029","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-21,"Winter",FALSE,"Volvo AC Semi-Sleeper",336,25,"Online","Seater","Adult",445,FALSE,0,445
"BK02475","SCH0455","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-12,"Winter",FALSE,"Volvo AC Sleeper",463,12,"Agent","Seater","Adult",690,FALSE,0,690
"BK02476","SCH0311","NAGERCOIL","TIRUNELVELI",2024-12-24,"Winter",FALSE,"Volvo AC Semi-Sleeper",84,8,"Counter","Semi-Sleeper","Adult",140,FALSE,0,140
"BK02477","SCH0469","NAGERCOIL","TIRUNELVELI",2025-01-08,"Winter",FALSE,"Volvo AC Semi-Sleeper",84,7,"Online","Semi-Sleeper","Adult",145,FALSE,0,145
"BK02478","SCH0351","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-03,"Winter",FALSE,"Volvo AC Sleeper",336,28,"Online","Sleeper","Adult",460,FALSE,0,460
"BK02479","SCH0073","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-31,"Winter",FALSE,"Volvo AC Seater",463,17,"Counter","Semi-Sleeper","Adult",630,FALSE,0,630
"BK02480","SCH0240","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-25,"Festive",FALSE,"Volvo AC Sleeper",337,5,"Counter","Sleeper","Student",470,FALSE,0,470
"BK02481","SCH0374","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-12-01,"Winter",FALSE,"Volvo AC Sleeper",480,3,"Online","Semi-Sleeper","Adult",870,FALSE,0,870
"BK02482","SCH0195","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-24,"Festive",TRUE,"Volvo AC Seater",336,7,"Agent","Sleeper","Adult",550,TRUE,412,138
"BK02483","SCH0364","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-06,"Winter",FALSE,"Volvo AC Sleeper",463,3,"Counter","Seater","Adult",865,FALSE,0,865
"BK02484","SCH0083","MADURAI","TRICHY",2025-01-18,"Winter",FALSE,"Volvo AC Sleeper",135,16,"Online","Semi-Sleeper","Student",160,FALSE,0,160
"BK02485","SCH0019","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-09-07,"Normal",FALSE,"Volvo AC Seater",680,29,"Counter","Semi-Sleeper","Adult",925,TRUE,694,231
"BK02486","SCH0069","TIRUCHENDUR","MADURAI",2024-09-04,"Normal",FALSE,"Volvo AC Sleeper",195,18,"Online","Semi-Sleeper","Student",250,FALSE,0,250
"BK02487","SCH0376","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-10-29,"Festive",FALSE,"Volvo AC Sleeper",630,2,"Online","Sleeper","Adult",1225,FALSE,0,1225
"BK02488","SCH0087","NAGERCOIL","TIRUNELVELI",2025-02-05,"Winter",FALSE,"Volvo AC Sleeper",84,2,"Online","Semi-Sleeper","Adult",170,FALSE,0,170
"BK02489","SCH0388","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-26,"Normal",FALSE,"Volvo AC Semi-Sleeper",347,0,"Counter","Semi-Sleeper","Adult",680,TRUE,510,170
"BK02490","SCH0041","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-02,"Winter",FALSE,"Volvo AC Sleeper",480,23,"Agent","Sleeper","Senior",555,FALSE,0,555
"BK02491","SCH0213","TIRUCHENDUR","MADURAI",2024-11-30,"Festive",FALSE,"Volvo AC Sleeper",195,6,"Counter","Semi-Sleeper","Adult",330,FALSE,0,330
"BK02492","SCH0089","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-20,"Winter",FALSE,"Volvo AC Semi-Sleeper",480,5,"Counter","Sleeper","Senior",725,FALSE,0,725
"BK02493","SCH0380","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,13,"Online","Semi-Sleeper","Senior",930,FALSE,0,930
"BK02494","SCH0479","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-13,"Winter",FALSE,"Volvo AC Semi-Sleeper",631,0,"Counter","Sleeper","Adult",1285,FALSE,0,1285
"BK02495","SCH0005","THANJAVUR","TRICHY",2024-10-20,"Festive",FALSE,"Volvo AC Sleeper",77,16,"Online","Seater","Adult",105,FALSE,0,105
"BK02496","SCH0388","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-26,"Normal",FALSE,"Volvo AC Semi-Sleeper",347,10,"Online","Semi-Sleeper","Adult",495,FALSE,0,495
"BK02497","SCH0433","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",497,1,"Counter","Sleeper","Adult",1165,FALSE,0,1165
"BK02498","SCH0134","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-24,"Festive",TRUE,"Volvo AC Semi-Sleeper",631,1,"Phone","Sleeper","Adult",1365,FALSE,0,1365
"BK02499","SCH0185","COIMBATORE","SALEM",2025-01-30,"Winter",FALSE,"Volvo AC Semi-Sleeper",165,21,"Online","Sleeper","Adult",250,FALSE,0,250
"BK02500","SCH0128","MADURAI","TRICHY",2024-09-21,"Normal",FALSE,"Volvo AC Sleeper",135,13,"Phone","Semi-Sleeper","Adult",205,FALSE,0,205
"BK02501","SCH0103","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-01-05,"Winter",FALSE,"Volvo AC Semi-Sleeper",463,24,"Counter","Sleeper","Adult",600,FALSE,0,600
"BK02502","SCH0061","TIRUNELVELI","TRICHY",2024-09-06,"Normal",FALSE,"Volvo AC Semi-Sleeper",315,0,"Online","Seater","Adult",745,FALSE,0,745
"BK02503","SCH0125","NAGERCOIL","TRICHY",2024-09-16,"Normal",FALSE,"Volvo AC Sleeper",395,22,"Online","Semi-Sleeper","Adult",560,FALSE,0,560
"BK02504","SCH0083","MADURAI","TRICHY",2025-01-18,"Winter",FALSE,"Volvo AC Sleeper",135,9,"Counter","Semi-Sleeper","Student",180,FALSE,0,180
"BK02505","SCH0292","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-02,"Winter",FALSE,"Volvo AC Sleeper",630,3,"Online","Semi-Sleeper","Adult",1235,TRUE,926,309
"BK02506","SCH0305","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-05,"Festive",FALSE,"Volvo AC Sleeper",346,7,"Online","Sleeper","Adult",695,FALSE,0,695
"BK02507","SCH0289","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-19,"Winter",FALSE,"Volvo AC Seater",463,30,"Agent","Sleeper","Adult",635,FALSE,0,635
"BK02508","SCH0221","NAGERCOIL","TIRUNELVELI",2024-09-07,"Normal",FALSE,"Volvo AC Sleeper",84,16,"Counter","Seater","Adult",125,FALSE,0,125
"BK02509","SCH0438","THANJAVUR","TRICHY",2025-02-09,"Winter",FALSE,"Volvo AC Seater",77,23,"Agent","Sleeper","Adult",110,FALSE,0,110
"BK02510","SCH0273","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-19,"Festive",FALSE,"Volvo AC Seater",480,17,"Counter","Semi-Sleeper","Adult",655,FALSE,0,655
"BK02511","SCH0151","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-02,"Winter",FALSE,"Volvo AC Sleeper",336,23,"Phone","Semi-Sleeper","Adult",430,FALSE,0,430
"BK02512","SCH0230","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-26,"Winter",TRUE,"Volvo AC Seater",480,25,"Online","Sleeper","Child",305,FALSE,0,305
"BK02513","SCH0063","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-25,"Festive",FALSE,"Volvo AC Sleeper",480,1,"Online","Sleeper","Student",925,FALSE,0,925
"BK02514","SCH0002","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-02-26,"Winter",TRUE,"Volvo AC Semi-Sleeper",630,5,"Online","Sleeper","Adult",1065,FALSE,0,1065
"BK02515","SCH0347","THANJAVUR","TRICHY",2025-02-03,"Winter",FALSE,"Volvo AC Sleeper",77,10,"Online","Seater","Adult",110,FALSE,0,110
"BK02516","SCH0328","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-20,"Festive",FALSE,"Volvo AC Seater",680,26,"Counter","Semi-Sleeper","Adult",925,FALSE,0,925
"BK02517","SCH0065","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-06,"Winter",FALSE,"Volvo AC Seater",631,8,"Phone","Sleeper","Adult",955,FALSE,0,955
"BK02518","SCH0317","TIRUCHENDUR","TRICHY",2025-02-15,"Winter",FALSE,"Volvo AC Sleeper",327,9,"Online","Seater","Senior",470,FALSE,0,470
"BK02519","SCH0074","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-22,"Festive",FALSE,"Volvo AC Sleeper",347,1,"Phone","Semi-Sleeper","Adult",725,FALSE,0,725
"BK02520","SCH0004","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-17,"Winter",FALSE,"Volvo AC Sleeper",463,1,"Online","Sleeper","Child",480,FALSE,0,480
"BK02521","SCH0060","NAGERCOIL","MADURAI",2024-12-03,"Winter",FALSE,"Volvo AC Semi-Sleeper",241,0,"Phone","Semi-Sleeper","Adult",535,TRUE,401,134
"BK02522","SCH0030","NAGERCOIL","MADURAI",2024-10-02,"Festive",TRUE,"Volvo AC Seater",241,4,"Online","Seater","Adult",425,FALSE,0,425
"BK02523","SCH0167","NAGERCOIL","TRICHY",2024-11-16,"Festive",FALSE,"Volvo AC Sleeper",395,29,"Online","Semi-Sleeper","Adult",545,FALSE,0,545
"BK02524","SCH0344","THANJAVUR","TRICHY",2025-02-11,"Winter",FALSE,"Volvo AC Sleeper",77,15,"Online","Sleeper","Child",55,FALSE,0,55
"BK02525","SCH0161","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-30,"Winter",FALSE,"Volvo AC Sleeper",337,14,"Phone","Semi-Sleeper","Adult",520,FALSE,0,520
"BK02526","SCH0280","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-23,"Normal",FALSE,"Volvo AC Semi-Sleeper",463,3,"Phone","Sleeper","Child",440,FALSE,0,440
"BK02527","SCH0246","TIRUNELVELI","MADURAI",2025-01-12,"Winter",FALSE,"Volvo AC Semi-Sleeper",175,12,"Agent","Semi-Sleeper","Adult",270,FALSE,0,270
"BK02528","SCH0107","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-24,"Festive",TRUE,"Volvo AC Sleeper",480,2,"Online","Semi-Sleeper","Adult",855,FALSE,0,855
"BK02529","SCH0222","TIRUCHENDUR","MADURAI",2025-02-01,"Winter",FALSE,"Volvo AC Sleeper",195,21,"Counter","Sleeper","Adult",295,FALSE,0,295
"BK02530","SCH0173","NAGERCOIL","TRICHY",2025-01-20,"Winter",FALSE,"Volvo AC Semi-Sleeper",395,0,"Phone","Sleeper","Adult",940,FALSE,0,940
"BK02531","SCH0380","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,4,"Counter","Sleeper","Senior",1000,FALSE,0,1000
"BK02532","SCH0489","NAGERCOIL","MADURAI",2025-02-26,"Winter",TRUE,"Volvo AC Sleeper",241,15,"Counter","Semi-Sleeper","Adult",385,FALSE,0,385
"BK02533","SCH0063","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-25,"Festive",FALSE,"Volvo AC Sleeper",480,29,"Online","Sleeper","Adult",620,FALSE,0,620
"BK02534","SCH0056","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-29,"Festive",FALSE,"Volvo AC Semi-Sleeper",630,25,"Agent","Sleeper","Senior",790,FALSE,0,790
"BK02535","SCH0325","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-16,"Winter",FALSE,"Volvo AC Semi-Sleeper",463,24,"Online","Sleeper","Adult",680,FALSE,0,680
"BK02536","SCH0185","COIMBATORE","SALEM",2025-01-30,"Winter",FALSE,"Volvo AC Semi-Sleeper",165,2,"Counter","Semi-Sleeper","Adult",360,FALSE,0,360
"BK02537","SCH0198","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-25,"Normal",FALSE,"Volvo AC Sleeper",463,1,"Online","Sleeper","Adult",995,TRUE,746,249
"BK02538","SCH0316","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",336,18,"Online","Seater","Student",390,FALSE,0,390
"BK02539","SCH0391","NAGERCOIL","TIRUNELVELI",2024-12-28,"Winter",FALSE,"Volvo AC Seater",84,2,"Online","Semi-Sleeper","Senior",155,TRUE,116,39
"BK02540","SCH0125","NAGERCOIL","TRICHY",2024-09-16,"Normal",FALSE,"Volvo AC Sleeper",395,6,"Online","Semi-Sleeper","Adult",675,FALSE,0,675
"BK02541","SCH0472","NAGERCOIL","MADURAI",2024-12-24,"Winter",FALSE,"Volvo AC Seater",241,27,"Counter","Seater","Adult",360,FALSE,0,360
"BK02542","SCH0141","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-09-01,"Normal",FALSE,"Volvo AC Seater",336,3,"Online","Semi-Sleeper","Senior",535,TRUE,401,134
"BK02543","SCH0483","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-09-23,"Normal",FALSE,"Volvo AC Seater",346,0,"Counter","Semi-Sleeper","Adult",885,FALSE,0,885
"BK02544","SCH0013","TIRUCHENDUR","MADURAI",2024-11-30,"Festive",FALSE,"Volvo AC Seater",195,6,"Counter","Semi-Sleeper","Adult",325,FALSE,0,325
"BK02545","SCH0009","TIRUPPUR","SALEM",2024-12-27,"Winter",FALSE,"Volvo AC Sleeper",132,19,"Phone","Semi-Sleeper","Adult",170,FALSE,0,170
"BK02546","SCH0051","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-31,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,11,"Counter","Semi-Sleeper","Senior",925,FALSE,0,925
"BK02547","SCH0125","NAGERCOIL","TRICHY",2024-09-16,"Normal",FALSE,"Volvo AC Sleeper",395,14,"Online","Sleeper","Student",525,FALSE,0,525
"BK02548","SCH0003","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-09-14,"Normal",FALSE,"Volvo AC Sleeper",631,9,"Counter","Semi-Sleeper","Adult",955,TRUE,716,239
"BK02549","SCH0077","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-07,"Winter",FALSE,"Volvo AC Semi-Sleeper",336,10,"Online","Semi-Sleeper","Adult",495,FALSE,0,495
"BK02550","SCH0159","TIRUNELVELI","TRICHY",2024-11-23,"Festive",FALSE,"Volvo AC Sleeper",315,11,"Counter","Semi-Sleeper","Adult",500,FALSE,0,500
"BK02551","SCH0342","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-03,"Winter",FALSE,"Volvo AC Sleeper",631,2,"Online","Sleeper","Child",595,FALSE,0,595
"BK02552","SCH0363","TIRUCHENDUR","MADURAI",2024-09-03,"Normal",FALSE,"Volvo AC Sleeper",195,4,"Online","Sleeper","Adult",330,FALSE,0,330
"BK02553","SCH0185","COIMBATORE","SALEM",2025-01-30,"Winter",FALSE,"Volvo AC Semi-Sleeper",165,4,"Counter","Semi-Sleeper","Adult",305,FALSE,0,305
"BK02554","SCH0276","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-26,"Festive",FALSE,"Volvo AC Seater",630,12,"Online","Semi-Sleeper","Adult",955,FALSE,0,955
"BK02555","SCH0129","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-25,"Festive",FALSE,"Volvo AC Semi-Sleeper",480,1,"Counter","Seater","Senior",875,FALSE,0,875
"BK02556","SCH0341","MADURAI","TRICHY",2024-09-22,"Normal",FALSE,"Volvo AC Seater",135,12,"Online","Semi-Sleeper","Adult",210,FALSE,0,210
"BK02557","SCH0032","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-07,"Normal",FALSE,"Volvo AC Semi-Sleeper",480,19,"Agent","Sleeper","Adult",665,FALSE,0,665
"BK02558","SCH0431","NAGERCOIL","TRICHY",2024-10-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",395,12,"Online","Semi-Sleeper","Adult",595,TRUE,446,149
"BK02559","SCH0200","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-09-26,"Normal",FALSE,"Volvo AC Sleeper",631,1,"Agent","Semi-Sleeper","Adult",1485,FALSE,0,1485
"BK02560","SCH0092","NAGERCOIL","TIRUNELVELI",2024-12-31,"Winter",FALSE,"Volvo AC Semi-Sleeper",84,7,"Counter","Semi-Sleeper","Student",125,FALSE,0,125
"BK02561","SCH0280","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-23,"Normal",FALSE,"Volvo AC Semi-Sleeper",463,18,"Agent","Semi-Sleeper","Adult",655,FALSE,0,655
"BK02562","SCH0039","MADURAI","TRICHY",2025-01-13,"Winter",FALSE,"Volvo AC Sleeper",135,8,"Phone","Semi-Sleeper","Adult",215,FALSE,0,215
"BK02563","SCH0433","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",497,22,"Counter","Semi-Sleeper","Adult",715,FALSE,0,715
"BK02564","SCH0318","TIRUCHENDUR","MADURAI",2025-02-17,"Winter",FALSE,"Volvo AC Sleeper",195,1,"Online","Semi-Sleeper","Adult",435,FALSE,0,435
"BK02565","SCH0235","MADURAI","TRICHY",2024-11-13,"Festive",FALSE,"Volvo AC Sleeper",135,7,"Agent","Seater","Adult",230,FALSE,0,230
"BK02566","SCH0251","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-23,"Festive",FALSE,"Volvo AC Sleeper",463,5,"Online","Semi-Sleeper","Adult",755,FALSE,0,755
"BK02567","SCH0181","THANJAVUR","TRICHY",2024-09-09,"Normal",FALSE,"Volvo AC Sleeper",77,8,"Online","Sleeper","Adult",110,FALSE,0,110
"BK02568","SCH0124","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-09,"Festive",FALSE,"Volvo AC Semi-Sleeper",336,2,"Online","Sleeper","Adult",615,FALSE,0,615
"BK02569","SCH0079","THANJAVUR","TRICHY",2024-10-05,"Festive",FALSE,"Volvo AC Sleeper",77,3,"Counter","Seater","Adult",145,FALSE,0,145
"BK02570","SCH0128","MADURAI","TRICHY",2024-09-21,"Normal",FALSE,"Volvo AC Sleeper",135,3,"Counter","Seater","Adult",260,FALSE,0,260
"BK02571","SCH0304","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-03,"Winter",FALSE,"Volvo AC Seater",630,10,"Agent","Sleeper","Student",870,FALSE,0,870
"BK02572","SCH0322","TIRUPPUR","SALEM",2025-01-26,"Winter",TRUE,"Volvo AC Semi-Sleeper",132,7,"Online","Sleeper","Adult",230,FALSE,0,230
"BK02573","SCH0146","TIRUNELVELI","MADURAI",2024-11-27,"Festive",FALSE,"Volvo AC Sleeper",175,7,"Online","Semi-Sleeper","Adult",305,FALSE,0,305
"BK02574","SCH0284","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-01,"Festive",FALSE,"Volvo AC Semi-Sleeper",631,30,"Online","Sleeper","Child",455,FALSE,0,455
"BK02575","SCH0447","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-24,"Winter",FALSE,"Volvo AC Sleeper",337,4,"Counter","Seater","Senior",510,FALSE,0,510
"BK02576","SCH0188","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-29,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,9,"Online","Seater","Adult",970,FALSE,0,970
"BK02577","SCH0030","NAGERCOIL","MADURAI",2024-10-02,"Festive",TRUE,"Volvo AC Seater",241,18,"Counter","Seater","Adult",345,FALSE,0,345
"BK02578","SCH0231","TIRUNELVELI","MADURAI",2025-02-10,"Winter",FALSE,"Volvo AC Seater",175,0,"Counter","Semi-Sleeper","Adult",360,FALSE,0,360
"BK02579","SCH0420","NAGERCOIL","TRICHY",2024-10-17,"Festive",FALSE,"Volvo AC Sleeper",395,4,"Online","Seater","Adult",650,FALSE,0,650
"BK02580","SCH0110","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-03,"Winter",FALSE,"Volvo AC Sleeper",337,5,"Online","Semi-Sleeper","Adult",545,FALSE,0,545
"BK02581","SCH0190","COIMBATORE","SALEM",2024-10-03,"Festive",FALSE,"Volvo AC Sleeper",165,2,"Phone","Seater","Child",165,FALSE,0,165
"BK02582","SCH0302","THANJAVUR","TRICHY",2024-09-21,"Normal",FALSE,"Volvo AC Semi-Sleeper",77,4,"Online","Sleeper","Senior",120,FALSE,0,120
"BK02583","SCH0203","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-11-29,"Festive",FALSE,"Volvo AC Sleeper",497,28,"Counter","Sleeper","Senior",670,FALSE,0,670
"BK02584","SCH0500","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-01-31,"Winter",FALSE,"Volvo AC Semi-Sleeper",346,6,"Online","Semi-Sleeper","Adult",740,FALSE,0,740
"BK02585","SCH0346","MADURAI","TRICHY",2025-02-08,"Winter",FALSE,"Volvo AC Sleeper",135,12,"Online","Sleeper","Student",180,FALSE,0,180
"BK02586","SCH0224","TIRUCHENDUR","TRICHY",2025-01-12,"Winter",FALSE,"Volvo AC Seater",327,23,"Online","Semi-Sleeper","Adult",485,FALSE,0,485
"BK02587","SCH0076","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-28,"Festive",FALSE,"Volvo AC Sleeper",680,2,"Phone","Sleeper","Adult",1270,FALSE,0,1270
"BK02588","SCH0464","THANJAVUR","TRICHY",2024-10-02,"Festive",TRUE,"Volvo AC Seater",77,23,"Phone","Sleeper","Adult",100,FALSE,0,100
"BK02589","SCH0112","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-24,"Normal",FALSE,"Volvo AC Sleeper",497,4,"Online","Semi-Sleeper","Senior",765,FALSE,0,765
"BK02590","SCH0114","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-16,"Winter",FALSE,"Volvo AC Sleeper",680,7,"Agent","Sleeper","Adult",1205,FALSE,0,1205
"BK02591","SCH0002","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-02-26,"Winter",TRUE,"Volvo AC Semi-Sleeper",630,28,"Phone","Sleeper","Student",775,TRUE,581,194
"BK02592","SCH0068","TIRUNELVELI","MADURAI",2024-10-04,"Festive",FALSE,"Volvo AC Sleeper",175,9,"Online","Seater","Senior",250,TRUE,188,62
"BK02593","SCH0476","NAGERCOIL","MADURAI",2024-10-19,"Festive",FALSE,"Volvo AC Semi-Sleeper",241,3,"Online","Sleeper","Adult",490,FALSE,0,490
"BK02594","SCH0436","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-02-05,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,12,"Agent","Sleeper","Senior",890,FALSE,0,890
"BK02595","SCH0032","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-09-07,"Normal",FALSE,"Volvo AC Semi-Sleeper",480,29,"Counter","Semi-Sleeper","Adult",635,FALSE,0,635
"BK02596","SCH0479","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-13,"Winter",FALSE,"Volvo AC Semi-Sleeper",631,7,"Online","Sleeper","Adult",1040,FALSE,0,1040
"BK02597","SCH0383","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-05,"Normal",FALSE,"Volvo AC Sleeper",497,7,"Counter","Sleeper","Senior",745,FALSE,0,745
"BK02598","SCH0287","TIRUCHENDUR","TRICHY",2024-09-22,"Normal",FALSE,"Volvo AC Sleeper",327,11,"Online","Sleeper","Adult",530,FALSE,0,530
"BK02599","SCH0121","COIMBATORE","SALEM",2025-02-02,"Winter",FALSE,"Volvo AC Sleeper",165,1,"Phone","Semi-Sleeper","Senior",340,FALSE,0,340
"BK02600","SCH0111","MADURAI","TRICHY",2024-11-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",135,9,"Online","Seater","Adult",205,FALSE,0,205
"BK02601","SCH0438","THANJAVUR","TRICHY",2025-02-09,"Winter",FALSE,"Volvo AC Seater",77,16,"Counter","Semi-Sleeper","Adult",105,FALSE,0,105
"BK02602","SCH0265","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-15,"Festive",TRUE,"Volvo AC Seater",630,24,"Counter","Semi-Sleeper","Child",430,FALSE,0,430
"BK02603","SCH0417","COIMBATORE","SALEM",2024-12-26,"Winter",FALSE,"Volvo AC Semi-Sleeper",165,2,"Phone","Seater","Adult",340,FALSE,0,340
"BK02604","SCH0081","TIRUPPUR","SALEM",2024-12-21,"Winter",FALSE,"Volvo AC Semi-Sleeper",132,8,"Online","Seater","Adult",200,FALSE,0,200
"BK02605","SCH0168","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-21,"Winter",FALSE,"Volvo AC Sleeper",631,5,"Online","Sleeper","Child",535,FALSE,0,535
"BK02606","SCH0427","TIRUNELVELI","MADURAI",2025-02-06,"Winter",FALSE,"Volvo AC Semi-Sleeper",175,29,"Phone","Sleeper","Senior",230,FALSE,0,230
"BK02607","SCH0216","TIRUNELVELI","MADURAI",2024-12-22,"Winter",FALSE,"Volvo AC Sleeper",175,11,"Online","Semi-Sleeper","Adult",270,FALSE,0,270
